AllowedLocations,AmmoID,BattleValue,BonusValueA,BonusValueB,Capacity,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.Flags,Custom.InventorySorter,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,InventorySize,PrefabIdentifier,Tonnage,statusEffects,Custom.ComponentExplosion,Custom.Lootable,Custom.VolatileAmmo,Custom.TRGBColor,CanExplode,Custom.ColorChangeRule,Custom.RequiredCategory,Custom.Tag
All,Ammunition_RAC5_Caseless,0,,,40,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""AmmoJAMFlat: 12%"",""AmmoDamage: -15%"",""RAC5Ammo: 40"",""Caseless"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000023""}",800000,"Caseless autocannon ammunition was developed by the Federated Commonwealth to provide more ammunition. Instead of a standard metal or plastic shell casing filled with propellant, the caseless autocannon round had the propellant 'packed' around the projectile. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",RotaryAC,Ammo_AmmunitionBox_Rotary_Caseless_AC5,NAIS,H/RAC Caseless 5,H/RAC/5 Ammo,true,5,Ammo Heavy RAC/5 [CL],All,1,,1,[],"{""ExplosionDamagePerAmmo"":38,""StabilityDamagePerAmmo"":9}",,"{""damageWeighting"":1}","{""Color"":""#FAED39"",""SkipText"":true}",,,,
All,Ammunition_RAC10,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Protected: 75%"",""RAC10Ammo: 6""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000024""}",120000,"C.A.S.E. equipped ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion, the plate nearest to the outside is jettisoned. Causing much of the explosive potential to expand towards the free space outside, and away from the mech. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",RotaryAC,Ammo_AmmunitionBox_Rotary_Protected_AC10,CASE'd,RAC10,RAC/10 Ammo,true,5,Ammo RAC/10 SAFE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":15,""StabilityDamagePerAmmo"":4}",,,,,,,
All,Ammunition_RAC2,0,,,20,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Protected: 75%"",""RAC2Ammo: 20""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000022""}",40000,"C.A.S.E. equipped ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion, the plate nearest to the outside is jettisoned. Causing much of the explosive potential to expand towards the free space outside, and away from the mech. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",RotaryAC,Ammo_AmmunitionBox_Rotary_Protected_AC2,CASE'd,H/RAC2,H/RAC/2 Ammo,true,5,Ammo Heavy RAC/2 SAFE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":6,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_RAC20,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Protected: 75%"",""RAC20Ammo: 4""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000025""}",160000,"C.A.S.E. equipped ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion, the plate nearest to the outside is jettisoned. Causing much of the explosive potential to expand towards the free space outside, and away from the mech. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",RotaryAC,Ammo_AmmunitionBox_Rotary_Protected_AC20,CASE'd,RAC20,RAC/20 Ammo,true,5,Ammo RAC/20 SAFE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":25,""StabilityDamagePerAmmo"":6}",,,,,,,
All,Ammunition_RAC5,0,,,12,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Protected: 75%"",""RAC5Ammo: 12""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000023""}",80000,"C.A.S.E. equipped ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion, the plate nearest to the outside is jettisoned. Causing much of the explosive potential to expand towards the free space outside, and away from the mech. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",RotaryAC,Ammo_AmmunitionBox_Rotary_Protected_AC5,CASE'd,H/RAC5,H/RAC/5 Ammo,true,5,Ammo Heavy RAC/5 SAFE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":11,""StabilityDamagePerAmmo"":3}",,,,,,,
All,Ammunition_SRM_AX,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""AcidSRM: 1%"",""WpnAccuracy: -1"",""ArmorDmgMod: +50%"",""StructureDmgMod: -50%"",""MissileHP: 3"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",50000,"This warhead replaces the normal explosive charge of the standard short-range missile with a small tank of a gelled Acid, weakening a Targets resistance. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Acid_SRM,Generic,SRM AX,SRM AX Ammo,true,5,Ammo SRM AX,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""HeatDamagePerAmmo"":1,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#1D7F23"",""SkipText"":true}",,,,
All,Ammunition_SRM_AX,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""AcidSRM: 1%"",""WpnAccuracy: -1"",""ArmorDmgMod: +50%"",""StructureDmgMod: -50%"",""MissileHP: 3"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",30000,"This warhead replaces the normal explosive charge of the standard short-range missile with a small tank of a gelled Acid, weakening a Targets resistance. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Acid_SRM_half,Generic,SRM AX,SRM AX Ammo,true,5,Ammo SRM AX [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""HeatDamagePerAmmo"":1,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#1D7F23"",""SkipText"":true}",,,,
All,Ammunition_SRM_AMS,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileAMS"",""AMSDmg: 5"",""AMSAcc: 80%"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/s/a/ams""},{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",50000,"Counter Missile Systems are build upon the same principle as an AMS, utilizing a smart warhead that gets into the path of a incoming salvo and detonate there. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_AMS_SRM,Generic,SRM,SRM Ammo,true,1,Ammo SRM Counter Missile,All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_SRM_AMS,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileAMS"",""AMSDmg: 5"",""AMSAcc: 80%"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/s/a/ams""},{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",30000,"Counter Missile Systems are build upon the same principle as an AMS, utilizing a smart warhead that gets into the path of a incoming salvo and detonate there. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_AMS_SRM_half,Generic,SRM,SRM Ammo,true,5,Ammo SRM Counter Missile,All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_SRM_ArtemisIV,0,+2 Accuracy|+50% Crit|,+2 SRM Damage,100,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""PipsIgnored: +1"",""WpnAccuracy: +1"",""DoesCluster"",""ArtemisClustering: +4"",""SRMAmmo: 100"",""MissileHP: 3"",""ReqArtemis""]}","[{""CategoryID"":""a/m/s/srm""},{""CategoryID"":""ArtemisIVammo""}]",,"{""SortKey"":""000037""}",200000,"Artemis IV SRM's have a ''smart'' Warhead that is able to efficiently guide itself towards any target, specifically designed to be used with and requiring the Artemis System offer these Missiles unparalleled Accuracy . 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_ArtemisIV_SRM,Generic,SRM Artemis IV,SRM Artemis IV Ammo,true,5,Ammo SRM ARTIV,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#1813B2"",""SkipText"":true}",,,,
All,Ammunition_SRM_ArtemisIV,0,+2 Accuracy|+50% Crit|,+2 SRM Damage,50,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""PipsIgnored: +1"",""WpnAccuracy: +1"",""DoesCluster"",""ArtemisClustering: +4"",""SRMAmmo: 50"",""MissileHP: 3"",""ReqArtemis""]}","[{""CategoryID"":""a/m/s/srm""},{""CategoryID"":""ArtemisIVammo""}]",,"{""SortKey"":""000037""}",120000,"Artemis IV SRM's have a ''smart'' Warhead that is able to efficiently guide itself towards any target, specifically designed to be used with and requiring the Artemis System offer these Missiles unparalleled Accuracy . 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_ArtemisIV_SRM_half,Generic,SRM Artemis IV,SRM Artemis IV Ammo,true,5,Ammo SRM ARTIV [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#1813B2"",""SkipText"":true}",,,,
All,Ammunition_SRM_Deadfire,0,+50% Dmg&Stab|,-30% Range|-2 Accuracy.,100,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""SRMDamage: +50%"",""StabDamage: +2"",""Range: -33%"",""WpnAccuracy: -1"",""Deadfire: 25%"",""MissileHP: 4"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",30000,"Deadfire Rockets are standard Short Range Missile bodies equipped with an upgraded high explosive payload. In order to make room for this additional payload, severe cuts were taken to the weapons onboard guidance system, all but removing it. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Deadfire_SRM,Generic,SRM DF,SRM DeadFire Ammo,true,5,Ammo SRM DF,All,1,,1,[],"{""ExplosionDamagePerAmmo"":12,""StabilityDamagePerAmmo"":4}",,,"{""Color"":""#7F1D37"",""SkipText"":true}",,,,
All,Ammunition_SRM_Deadfire,0,+50% Dmg&Stab|,-30% Range|-2 Accuracy.,50,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""SRMDamage: +50%"",""StabDamage: +2"",""Range: -30%"",""WpnAccuracy: -1"",""Deadfire: 25%"",""MissileHP: 4"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",18000,"Deadfire Rockets are standard Short Range Missile bodies equipped with an upgraded high explosive payload. In order to make room for this additional payload, severe cuts were taken to the weapons onboard guidance system, all but removing it. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Deadfire_SRM_half,Generic,SRM DF,SRM DeadFire Ammo,true,5,Ammo SRM DF [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":12,""StabilityDamagePerAmmo"":4}",,,"{""Color"":""#7F1D37"",""SkipText"":true}",,,,
All,Ammunition_SRM,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 3"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",10000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Generic_SRM,Generic,SRM,SRM Ammo,true,1,Ammo SRM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_SRM,0,,,240,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Doubled"",""MissileHP: 3"",""SRMAmmo: 240""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",90000,"Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to 25% more shots into one location. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Generic_SRM_double,Generic,SRM,SRM Ammo,true,5,Ammo SRM [DBL],All,2,,2,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_SRM,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 3"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",6000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Generic_SRM_half,Generic,SRM,SRM Ammo,true,1,Ammo SRM [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_ISRM,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: +4"",""SRMDamage: -70%"",""AlwaysStartsFireAnywhere"",""FireTerrainStrength: 2"",""FireTerrainDuration: 1"",""Inferno: 1"",""ISRMAmmo: 100"",""MissileHP: 2"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",50000,"Infernos are special fuel-air missile munitions that are a development of the incendiary weapons of the mid-twentieth century. They combine flammable chemicals with an adhesive compound to shower their targets with a burning gel. This gel is designed to increase a 'Mech's heat levels to the point where the DI computer shuts down the 'Mech's Fusion Engine. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Inferno_SRM,Generic,SRM,Inferno SRM,true,5,Ammo SRM [INF],All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""HeatDamagePerAmmo"":6,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":0.9}","{""Color"":""#D81919"",""SkipText"":true}",,,,
All,Ammunition_ISRM,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: +4"",""SRMDamage: -70%"",""AlwaysStartsFireAnywhere"",""FireTerrainStrength: 2"",""FireTerrainDuration: 1"",""Inferno: 1"",""ISRMAmmo: 50"",""MissileHP: 2"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",30000,"Infernos are special fuel-air missile munitions that are a development of the incendiary weapons of the mid-twentieth century. They combine flammable chemicals with an adhesive compound to shower their targets with a burning gel. This gel is designed to increase a 'Mech's heat levels to the point where the DI computer shuts down the 'Mech's Fusion Engine. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Inferno_SRM_half,Generic,SRM,Inferno SRM,true,5,Ammo SRM INF [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":2,""HeatDamagePerAmmo"":6,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":0.9}","{""Color"":""#D81919"",""SkipText"":true}",,,,
All,Ammunition_SRM_LK,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 40%"",""MissileHP: 3"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/srm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",50000,"Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This is achieved through a small computer and homing device in the missile's head that allows it to home in on the electronic noise of a BattleMech or tank. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_ListenKill_SRM,Generic,SRM LK,SRM LK Ammo,true,5,Ammo SRM L-K,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#00BFFF"",""SkipText"":true}",,,,
All,Ammunition_SRM_LK,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 40%"",""MissileHP: 3"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/srm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",30000,"Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This is achieved through a small computer and homing device in the missile's head that allows it to home in on the electronic noise of a BattleMech or tank. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_ListenKill_SRM_half,Generic,SRM LK,SRM LK Ammo,true,5,Ammo SRM L-K [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#00BFFF"",""SkipText"":true}",,,,
All,Ammunition_SRM_MagPulse,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""EMPDEBUFF: 2"",""EMPHEAT: 2%"",""HeatDamage: +2"",""SRMDamage: -70%"",""MissileHP: 3"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",10000,"Originally conceived as an electronics countermeasure attack against a targeted BattleMech's targeting and tracking systems, its designers quickly discovered that the prototype Magnetic Pulse Warhead also had the unintended side-effect of momentarily weakening the magnetic shielding of Fusion Engines, triggering a notable 'heat spike' before the engine's containment returned to normal.. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_MagPulse_SRM,Generic,SRM,SRM Ammo,true,1,Ammo SRM MagPulse,All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""HeatDamagePerAmmo"":4,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#ff0066"",""SkipText"":true}",,,,
All,Ammunition_SRM_MagPulse,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""EMPDEBUFF: 2"",""EMPHEAT: 2%"",""HeatDamage: +2"",""SRMDamage: -70%"",""MissileHP: 3"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",10000,"Originally conceived as an electronics countermeasure attack against a targeted BattleMech's targeting and tracking systems, its designers quickly discovered that the prototype Magnetic Pulse Warhead also had the unintended side-effect of momentarily weakening the magnetic shielding of Fusion Engines, triggering a notable 'heat spike' before the engine's containment returned to normal.. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_MagPulse_SRM_half,Generic,SRM,SRM Ammo,true,1,Ammo SRM MagPulse [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":2,""HeatDamagePerAmmo"":4,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#ff0066"",""SkipText"":true}",,,,
All,Ammunition_SRM,0,,,75,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Protected: 75%"",""MissileHP: 3"",""SRMAmmo: 75""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",20000,"C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Protected_SRM,CASE'd,SRM,SRM Ammo,true,5,Ammo SRM SAFE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":1}",,,,,,,
All,Ammunition_SRM_Streak,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 4"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/ssrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000039""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Streak_SRM,Generic,Streak SRM,Streak SRM Ammo,true,1,Ammo Streak SRM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#006400"",""SkipText"":true}",,,,
All,Ammunition_SRM_Streak,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 4"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/ssrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000039""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Streak_SRM_half,Generic,Streak SRM,Streak SRM Ammo,true,1,Ammo Streak SRM [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#006400"",""SkipText"":true}",,,,
