ArmorDamageModifier,Category,CriticalDamageModifier,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,HeatGenerated,HeatGeneratedModifier,HideIfOnlyVariant,ISDamageModifier,Type,AIBattleValue,AOECapable,AOEDamage,AOEHeatDamage,AOERange,AdditionalImpactVFX,AdditionalImpactVFXScaleX,AdditionalImpactVFXScaleY,AdditionalImpactVFXScaleZ,ColorChangeRule,ColorSpeedChange,ColorsTable,DamagePerShot,FireTerrainChance,HeatDamagePerShot,statusEffects,APCriticalChanceMultiplier,APDamage,AccuracyModifier,CriticalChanceMultiplier,DamageMultiplier,FlatJammingChance,RefireModifier,ChassisTagsAccuracyModifiers.unit_vtol,EvasivePipsIgnored,AMSDamage,ShotsWhenFired,AOEInstability,ClearMineFieldRadius,FireDurationWithoutForest,FireOnSuccessHit,FireTerrainCellRadius,FireTerrainStrength,MissileHealth,MineField.AOEDamage,MineField.AOEHeat,MineField.AOEInstability,MineField.AOERange,MineField.Chance,MineField.Count,MineField.Damage,MineField.FireDurationWithoutForest,MineField.FireOnSuccessHit,MineField.FireTerrainChance,MineField.FireTerrainStrength,MineField.Heat,MineField.InstallCellRange,MineField.SFX,MineField.VFXMinDistance,MineField.VFXprefab,MineField.statusEffects,MineField.FireTerrainCellRadius,DirectFireModifier,AMSHitChance,CanBeExhaustedAt,MaxMissRadius,MinMissRadius,tempDesignMaskCellRadius,tempDesignMaskOnImpact,tempDesignMaskOnImpactTurns,Instability,LongRange,MaxRange,MiddleRange,ProjectileSpeedMultiplier,ShortRange,MinRange,WeaponEffectID,AlwaysIndirectVisuals,ChassisTagsAccuracyModifiers.unit_powerarmor,HitGenerator,CantHitUnaffecedByPathing,ClusteringModifier,DistantVariance,Streak,SpreadRange,MineField.CantHitUnaffecedByPathing,Unguided,HasShells,MaxShellsDistance,MinShellsDistance,ProjectilesPerShot,UnseparatedDamageMult,IndirectFireCapable,ShellsRadius,LongVFXOnImpact,LongVFXOnImpactScaleX,LongVFXOnImpactScaleY,LongVFXOnImpactScaleZ,APArmorShardsMod,APMaxArmorThickness,deferredEffect.AOEDamage,deferredEffect.AOEHeatDamage,deferredEffect.AOEInstability,deferredEffect.AOERange,deferredEffect.FireDurationWithoutForest,deferredEffect.FireTerrainCellRadius,deferredEffect.FireTerrainChance,deferredEffect.FireTerrainStrength,deferredEffect.RangeColor,deferredEffect.SFX,deferredEffect.TerrainVFX,deferredEffect.TerrainVFXScale,deferredEffect.VFX,deferredEffect.VFXtime,deferredEffect.damageApplyTime,deferredEffect.id,deferredEffect.rounds,deferredEffect.statusEffects,deferredEffect.statusEffectsRangeFalloff,deferredEffect.sticky,deferredEffect.tempDesignMask,deferredEffect.tempDesignMaskCellRadius,deferredEffect.tempDesignMaskTurns,deferredEffect.text,deferredEffect.waitVFX,ChassisTagsAccuracyModifiers.unit_mech,ChassisTagsAccuracyModifiers.unit_vehicle,DamageVariance,ProjectileScale.x,ProjectileScale.y,ProjectileScale.z,isDamageVariation,isStabilityVariation,IsAAMS,IsAMS,DistantVarianceReversed,AlternateDamageCalc,DisableClustering,ammoCategoryID,ammunitionTypeID
1,Plasma,1,0,GAUSS Ammo,null,Ammunition_Plasma,Plasma Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,POD,1,0,Small caliber ammunition designed for long range fire in an AC/2.,null,Ammunition_PODS,AC/2 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,,,,,,,,,,,,
1,ProtoAC2,1,0,Small caliber ammunition designed for long range fire in an Proto AC/2.,null,Ammunition_ProtoAC2,Proto AC/2 Ammo,false,0,Std,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ProtoAC4,1,0,Small caliber ammunition designed for long range fire in an Proto AC/4.,null,Ammunition_ProtoAC4,Proto AC/4 Ammo,false,0,Std,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ProtoAC8,1,0,Small caliber ammunition designed for long range fire in an Proto AC/8.,null,Ammunition_ProtoAC8,Proto AC/8 Ammo,false,0,sTD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC10,1,0,"Large caliber rounds capable of dealing heavy damage, and designed to be used in an AC/10.",null,Ammunition_RAC10,Rotary AC/10 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC10,1,0,"Large caliber rounds capable of dealing heavy damage, and designed to be used in an AC/10.",null,Ammunition_RAC10_Caseless,Rotary AC/10 Ammo,false,0,CL,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.85,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC2,1,0,Small caliber ammunition designed for long range fire in an AC/2.,null,Ammunition_RAC2,Rotary AC/2 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC2,1,0,Small caliber ammunition designed for long range fire in an AC/2.,null,Ammunition_RAC2_Caseless,Rotary AC/2 Ammo,false,0,CL,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.85,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC20,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_RAC20,Rotary AC/20 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC20,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_RAC20_Caseless,Rotary AC/20 Ammo,false,0,CL,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.85,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_RAC5,Rotary AC/5 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RAC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_RAC5_Caseless,Rotary AC/5 Ammo,false,0,CL,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.85,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Railgun,1,0,GAUSS Ammo,null,Ammunition_Railgun,Railgun Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RifleHeavy,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_RifleHeavy,Heavy Rifle Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#584242"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,RifleHeavy,1,0,"This is a kinetic energy penetrator, it's damage is velocity dependant so it decreases with range. The great importance of shot placement is abstracted with variable damage.",null,Ammunition_RifleHeavy_APFSDS,Heavy Rifle Ammo,false,0,APFSDS,0,1,,0.7,Normal,,,,,,,,,,t0,5,"[{""C"":""#30723F"",""I"":5}]",,,,,0.05,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.75,0.75,0.75,true,true,,,,,,,
1,RifleLight,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_RifleLight,Light Rifle Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#584242"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,RifleLight,1,0,"This is a kinetic energy penetrator, it's damage is velocity dependant so it decreases with range. The great importance of shot placement is abstracted with variable damage.",null,Ammunition_RifleLight_APFSDS,Light Rifle Ammo,false,0,APFSDS,0,1,,0.7,Normal,,,,,,,,,,t0,5,"[{""C"":""#30723F"",""I"":5}]",,,,,0.05,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.3,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.75,0.75,0.75,true,true,,,,,,,
1,RifleMedium,1,0,"Large caliber rounds capable of dealing heavy damage, and designed to be used in an AC/10.",null,Ammunition_RifleMedium,Medium Rifle Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#584242"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,RifleMedium,1,0,"This is a kinetic energy penetrator, it's damage is velocity dependant so it decreases with range. The great importance of shot placement is abstracted with variable damage.",null,Ammunition_RifleMedium_APFSDS,Medium Rifle Ammo,false,0,APFSDS,0,1,,0.7,Normal,,,,,,,,,,t0,5,"[{""C"":""#30723F"",""I"":5}]",,,,,0.075,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.3,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.75,0.75,0.75,true,true,,,,,,,
1,RiflePot,1,0,Small caliber ammunition designed for long range fire in an AC/2.,null,Ammunition_RiflePot,Potato Rifle Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#584242"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rocket,1,0,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",null,Ammunition_Rocket,LRM Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SensorRocket,1,0,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",null,Ammunition_Rocket_Sensors,LRM Ammo,false,0,Sensor,0,1,true,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#BA55D3"",""I"":5}]",,,,,,,,,,,,,,,,,,,true,,,,0,0,0,50,0.75,2,0,,true,0.001,,0,6,enum:AudioEventList_explosion.explosion_propane_tank,30,vfxPrfPrtl_ECMtargetAdd_burst,"[{""Description"":{""Details"":""Remote Sensor Triggered"",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""Snitched"",""Name"":""DETECTED!""},""durationData"":{""duration"":2,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.15"",""operation"":""Float_Add"",""statName"":""SensorSignatureModifier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Remote Sensor Triggered"",""Icon"":""uixSvgIcon_equipment_Gyro"",""Id"":""Snitched2"",""Name"":""DETECTED!""},""durationData"":{""duration"":2,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.15"",""operation"":""Float_Add"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Remote Sensor Triggered"",""Icon"":""uixSvgIcon_equipment_Gyro"",""Id"":""Snitched3"",""Name"":""DETECTED!""},""durationData"":{""duration"":2,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Add"",""statName"":""LV_PROBE_PING""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,,,,,,,,,,,,true,,,,,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RocketMine,1,0,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",null,Ammunition_RocketMine,LRM Ammo,false,0,Mine,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,true,,,,2,0,2,30,0.44,2,2,0,true,0.01,0,0,6,enum:AudioEventList_explosion.explosion_propane_tank,30,vfxNstPrtl_vehicleCrushed_A,[],,,,,40,10,,,,,,,,,,,,true,,,,,,,120,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sniper,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_Sniper,Sniper Ammo,false,0,HE,0,1,true,1,Normal,,true,100,,75,WFX_ExplosiveSmokeM,2,2,2,,,,,,,,,,,,0.2,,,-50,,,,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sniper,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_Sniper_Inferno,Sniper Ammo,false,0,Inferno,0,1,,1,Normal,,true,35,35,75,WFX_BELarger,1,1,1,t0,,"[{""C"":""#DC143C"",""I"":5}]",,0.75,30,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.2,,,,,,,15,,4,true,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sniper,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_Sniper_Shaped,Sniper Ammo,false,0,SC,0,1,,1,Normal,,,,,,WFX_ExplosiveSmokeM,1,1,1,,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM,SRM Ammo,false,0,STD,0,1,,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM_AMS,SRM Ammo,false,0,AMS,0,1,,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,
1,SRM,1,0,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",null,Ammunition_SRM_ArtemisIV,SRM Ammo,false,0,ARTIV,0,1,,1,Normal,90,,,,,,,,,t0,5,"[{""C"":""#1813B2"",""I"":5}]",,,,,,,-1,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cluster,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,SRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM_AX,SRM Ammo,false,0,AX,0,1,,0.5,Normal,50,,,,,,,,,t0,5,"[{""C"":""#1D7F23"",""I"":5}]",0,,,"[{""Description"":{""Details"":""This unit is coated with corrosive Acid. It will take increased Damage."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_AcidSRM"",""Name"":""Acid""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.01"",""operation"":""Float_Add"",""statName"":""DamageReductionMultiplierAll""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM_Deadfire,Deadfire SRM Ammo,false,0,Deadfire,0,1,,1,Normal,70,,,,,,,,,t0,5,"[{""C"":""#7F1D37"",""I"":5}]",,,,,,,1,,1.5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,-0.25,,,,,,,2,-90,-120,-60,,-30,0,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM_LK,SRM Ammo,false,0,L-K,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#00BFFF"",""I"":5}]",,,,,,,-1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRM,1,0,"Short range missiles, inferno.",null,Ammunition_SRM_MagPulse,Inferno SRM Ammo,false,0,EMP,0,1,,1,Normal,90,,,,,,,,,t0,,"[{""C"":""#ff0066"",""I"":5}]",,,2,"[{""Description"":{""Details"":""This unit got by a EMP."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_MagPulse_Heat"",""Name"":""MagPulse""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Int_Multiply_Float"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""EM Interference reduces sensor efficiency."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""Effect_MagPulse_ECM"",""Name"":""SENSORS IMPAIRED""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Add"",""statName"":""LV_ECM_JAMMED""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,0,,0.3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,STREAKSRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM_Streak,SRM Ammo,false,0,Streak,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#006400"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_SRM_Tandem,Tandem Charge SRM Ammo,false,0,Tandem,0,1,,1,Normal,50,,,,,,,,,t0,,"[{""C"":""#EE82EE"",""I"":5}]",,,,,,4,,,0.5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SRMInternal,1,0,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",null,Ammunition_SRMInternal,SRM Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,STREAK_Generic_Internal,1,0,Ammo usable for anything with only internal ammo that you want to have Streak behavior.,null,Ammunition_STREAK_Generic_Internal,Streak Ammo,false,0,Streak,0,1,true,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#006400"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Taser,1,0,Large bore belted ammunition for 'Mech-mounted machine guns.,null,Ammunition_Taser,Taser Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
